[5-2: Random Items]
100|||mithral|850,3850,8850|gp|5-8: Magic Armor

[5-5: Random Shields: Magical]
16|||buckler|165,-5,0|gp|5-7: Shield Special Materials: Wood, steel: Magical
32|||shield, light wooden|153,-5,0|gp|5-7: Shield Special Materials: Wood: Magical
48|||shield, light steel|159,-6,0|gp|5-7: Shield Special Materials: Steel: Magical
64|||shield, heavy wooden|157,-10,0|gp|5-7: Shield Special Materials: Wood: Magical
80|||shield, heavy steel|170,-15,0|gp|5-7: Shield Special Materials: Steel: Magical
95|||shield, tower|180,-45,0|gp|5-7: Shield Special Materials: Wood: Magical
100|||with shield spikes<ROLL AGAIN>|10,-10,0|gp|5-5: Random Shields: Magical

[5-7: Shield Special Materials: Wood: Magical]
90|||normal|||5-8: Magic Shields
100|||darkwood|-3,10,0||5-8: Magic Shields

[5-7: Shield Special Materials: Steel: Magical]
90|||normal|||5-8: Magic Shields
95|||dragonhide|x2||5-8: Magic Shields
100|||mithral|850||5-8: Magic Shields

[5-7: Shield Special Materials: Wood, steel: Magical]
90|||normal|||5-8: Magic Shields
95|||darkwood|-3,10,0||5-8: Magic Shields
100|||mithral|850||5-8: Magic Shields

[5-8: Magic Armor]
80|10||+1|1000,1000,1000|gp|
87|30||+2|4000,4000,4000|gp|
|50|16|+3|9000,9000,9000|gp|
|57|38|+4|16000,16000,16000|gp|
||57|+5|25000,25000,25000|gp|
89|60|60|Specific armor|||15-6: Specific Armors
91|63|63|<ROLL AGAIN>|||5-8: Magic Armor
100|100|100|Special ability<ROLL AGAIN>|||5-9: Magic Armor Special Abilities
|||+6|36000|gp|
|||+7|49000|gp|
|||+8|64000|gp|
|||+9|81000|gp|
|||+10|100000|gp|

[5-8: Magic Shields]
80|10||+1|1000,1000,1000|gp|
87|30||+2|4000,4000,4000|gp|
|50|16|+3|9000,9000,9000|gp|
|57|38|+4|16000,16000,16000|gp|
||57|+5|25000,25000,25000|gp|
89|60|60|<ROLL AGAIN>|||5-8: Magic Shields
91|63|63|Specific shield|||15-7: Specific Shields
100|100|100|Special ability<ROLL AGAIN>|||5-10: Magic Shield Special Abilities
|||+6|36000|gp|
|||+7|49000|gp|
|||+8|64000|gp|
|||+9|81000|gp|
|||+10|100000|gp|

[5-9: Magic Armor Special Abilities]
25|5|3|glamered|2700|gp|
32|08|4|fortification, light||+1|
52|11||slick|3750|gp|
92|17||shadow|3750|gp|
96|19||spell resistance (13)||+2|
97|29|7|slick, improved|15000|gp|
99|49|13|shadow, improved|15000|gp|
|74|28|energy resistance|18000|gp|
|79|33|ghost touch||+3|
|84|35|invulnerability||+3|
|89|40|fortification, moderate||+3|
|94|42|spell resistance (15)||+3|
|99|43|wild||+3|
||48|slick, greater|33750|gp|
||58|shadow, greater|33750|gp|
||83|energy resistance, improved|42000|gp|
||88|spell resistance (17)||+4
||89|etherealness|49000|gp|
||90|undead controlling|49000|gp|
||92|fortification, heavy||+5|
||94|spell resistance (19)||+5|
||99|energy resistance, greater|66000|gp|
100|100|100|<ROLL AGAIN TWICE>|||5-9: Magic Armor Special Abilities

[5-10: Magic Shield Special Abilities]
20|10|05|arrow catching||+1|
40|20|08|bashing||+1|
50|25|10|blinding||+1|
75|40|15|fortification, light||+1|
92|50|20|arrow deflection||+2|
97|57|25|animated||+2|
99|59||spell resistance (13)||+2|
|79|41|energy resistance|18000|gp|
|85|46|ghost touch||+3|
|95|56|fortification, moderate||+3|
|98|58|spell resistance (15)||+3|
|99|59|wild||+3|
||84|energy resistance, improved|42000|gp|
||86|spell resistance (17)||+4|
||87|undead controlling|49000|gp|
||91|fortification, heavy||+5|
||93|reflecting||+5|
||94|spell resistance (19)||+5|
||99|energy resistance, greater|66000|gp|
100|100|100|<ROLL AGAIN TWICE>|||5-10: Magic Shield Special Abilities

[15-6: Specific Armors]
50|25||Mithral shirt|1100|gp|
80|45||Dragonhide plate|3300|gp|
100|57||Elven chain|5150|gp|
|67||Rhino hide|5165|gp|
|82|10|Adamantine breastplate|10200|gp|
|97|20|Dwarven plate|16500|gp|
|100|32|Banded mail of luck|18900|gp|
||50|Celestial armor|22400|gp|
||60|Plate armor of the deep|24650|gp|
||75|Breastplate of command|25400|gp|
||90|Mithral full plate of speed|26500|gp|
||100|Demon armor|52260|gp|

[15-7: Specific Shields]
30|20|Darkwood buckler|205|gp|
80|45|Darkwood shield|257|gp|
95|70|Mithral heavy shield|1020|gp|
100|85|20|Caster's shield|3153|gp|
|90|40|Spined shield|5580|gp|
|95|60|Lion's shield|9170|gp|
|100|90|Winged shield|17257|gp|

||100|Absorbing shield|50170|gp|
[5-19: Random Potions and Oils]
20|||potion, {0} (0/1st)|||5-20: 0-Level Potions and Oils
60|20||potion, {0} (1st/1st)|||5-21: 1st-Level Potion and Oils
100|60|20|potion, {0} (2nd/3rd)|||5-22: 2nd-Level Potion and Oils
|100|100|potion, {0} (3rd/5th)|||5-23: 3rd-Level Potion and Oils

[5-20: 0-Level Potions and Oils]
14|||arcane mark|25|gp|
28|||guidance|25|gp|
44|||light|25|gp|
58|||purify food and drink|25|gp|
72|||resistance|25|gp|
86|||stabilize|25|gp|
100|||virtue|25|gp|

[5-21: 1st-Level Potion and Oils]
02|||animate rope|50|gp|
06|||bless weapon|50|gp|
16|||cure light wounds|50|gp|
20|||endure elements|50|gp|
26|||enlarge person|50|gp|
29|||erase|50|gp|
32|||goodberry|50|gp|
34|||grease|50|gp|
38|||hide from animals|50|gp|
42|||hide from undead|50|gp|
44|||hold portal|50|gp|
48|||jump|50|gp|
52|||mage armor|50|gp|
56|||magic fang|50|gp|
60|||magic stone|50|gp|
64|||magic weapon|50|gp|
68|||pass without trace|50|gp|
71|||protection from chaos|50|gp|
74|||protection from evil|50|gp|
77|||protection from good|50|gp|
80|||protection from law|50|gp|
84|||reduce person|50|gp|
88|||remove fear|50|gp|
92|||sanctuary|50|gp|
96|||shield of faith|50|gp|
100|||shillelagh|50|gp|

[5-22: 2nd-Level Potion and Oils]
02|||aid|300|gp|
04|||align weapon|300|gp|
06|||arcane lock|300|gp|
10|||barkskin|300|gp|
15|||bear's endurance|300|gp|
17|||blur|300|gp|
22|||bull's strength|300|gp|
26|||cat's grace|300|gp|
36|||cure moderate wounds|300|gp|
37|||darkness|300|gp|
40|||darkvision|300|gp|
43|||delay poison|300|gp|
46|||eagle's spendor|300|gp|
49|||fox's cunning|300|gp|
51|||gentle repose|300|gp|
57|||invisibility|300|gp|
61|||levitate|300|gp|
62|||make whole|300|gp|
64|||obscure object|300|gp|
67|||owl's wisdom|300|gp|
69|||protection from arrows|300|gp|
70|||reduce animal|300|gp|
73|||remove paralysis|300|gp|
74|||resist energy, acid|300|gp|
75|||resist energy, cold|300|gp|
76|||resist energy, electricity|300|gp|
77|||resist energy, fire|300|gp|
78|||resist energy, sonic|300|gp|
83|||rope trick|300|gp|
86|||shatter|300|gp|
90|||spider climb|300|gp|
92|||status|300|gp|
94|||undetectable alignment|300|gp|
96|||warp wood|300|gp|
98|||wood shape|300|gp|
100|||continual flame|350|gp|

[5-23: 3rd-Level Potion and Oils]
10|||cure serious wounds|750|gp|
12|||daylight|750|gp|
14|||dispel magic|750|gp|
18|||displacement|750|gp|
20|||fire trap|775|gp|
22|||flame arrow|750|gp|
28|||fly|750|gp|
34|||gaseous form|750|gp|
36|||good hope|750|gp|
42|||haste|750|gp|
48|||heroism|750|gp|
52|||keen edge|750|gp|
56|||magic fang, greater|750|gp|
59|||magic vestment|750|gp|
62|||neutralize poison|750|gp|
63|||protection from energy, acid|750|gp|
64|||protection from energy, cold|750|gp|
65|||protection from energy, eletricity|750|gp|
66|||protection from energy, fire|750|gp|
67|||protection from energy, sonic|750|gp|
71|||rage|750|gp|
75|||remove blindness/deafness|750|gp|
79|||remove curse|750|gp|
83|||remove disease|750|gp|
85|||shrink item|750|gp|
87|||stone shape|750|gp|
91|||tongues|750|gp|
95|||water breathing|750|gp|
98|||water walk|750|gp|
100|||nondetection|800|gp|

[5-24: Random Scrolls]
70|||Arcane scroll|||5-25: Number of Spells on Scroll: Arcane
100|||Divine scroll|||5-25: Number of Spells on Scroll: Divine

[5-25: Number of Spells on Scroll: Arcane]
80|||scroll, arcane ({1})|0,1,0||5-26: Scroll Level: Arcane
95|||scroll, arcane ({1}, {2})|0,2,0||5-26: Scroll Level: Arcane
100|||scroll, arcane ({1}, {2}, {3})|0,3,0||5-26: Scroll Level: Arcane

[5-26: Scroll Level: Arcane]
5|||{0} (0/1st)|||5-27: 0-Level Arcane Spells
50|||{0} (1st 1st)|||5-28: 1st-Level Arcane Spells
95|5||{0} (2nd 3rd)|||5-29: 2nd-Level Arcane Spells
100|65||{0} (3rd 5th)|||5-30: 3rd-Level Arcane Spells
|95|5|{0} (4th 7th)|||5-31: 4th-Level Arcane Spells
|100|50|{0} (5th 9th)|||5-32: 5th-Level Arcane Spells
||70|{0} (6th 11th)|||5-33: 6th-Level Arcane Spells
||85|{0} (7th 13th)|||5-34: 7th-Level Arcane Spells
||95|{0} (8th 15th)|||5-35: 8th-Level Arcane Spells
||100|{0} (9th 17th)|||5-36: 9th-Level Arcane Spells

[5-27: 0-Level Arcane Spells]
06|||acid splash|13|gp|
10|||arcane mark|13|gp|
13|||bleed|13|gp|
18|||dancing lights|13|gp|
23|||daze|13|gp|
30|||detect magic|13|gp|
37|||detect poison|13|gp|
44|||disrupt undead|13|gp|
48|||flare|13|gp|
52|||ghost sound|13|gp|
58|||light|13|gp|
62|||mage hand|13|gp|
68|||mending|13|gp|
76|||message|13|gp|
79|||open/close|13|gp|
82|||prestidigitation|13|gp|
88|||ray of frost|13|gp|
91|||read magic|13|gp|
95|||resistance|13|gp|
100|||touch of fatigue|13|gp|

[5-28: 1st-Level Arcane Spells]
02|||alarm|25|gp|
03|||animate rope|25|gp|
06|||burning hands|25|gp|
09|||cause fear|25|gp|
11|||charm person|25|gp|
14|||chill touch|25|gp|
16|||color spray|25|gp|
19|||comprehend languages|25|gp|
22|||detect secret doors|25|gp|
25|||detect undead|25|gp|
28|||disguise self|25|gp|
31|||endure elements|25|gp|
33|||enlarge person|25|gp|
34|||erase|25|gp|
37|||expeditious retreat|25|gp|
39|||floating disk|25|gp|
42|||grease|25|gp|
43|||hold portal|25|gp|
46|||hypnotism|25|gp|
49|||identify|25|gp|
51|||jump|25|gp|
54|||mage armor|25|gp|
55|||magic aura|25|gp|
58|||magic missile|25|gp|
61|||magic weapon|25|gp|
63|||mount|25|gp|
66|||obscuring mist|25|gp|
68|||protection from chaos|25|gp|
70|||protection from evil|25|gp|
72|||protection from good|25|gp|
74|||protection from law|25|gp|
76|||ray of enfeeblement|25|gp|
78|||reduce person|25|gp|
81|||shield|25|gp|
84|||shocking grasp|25|gp|
87|||silent image|25|gp|
90|||sleep|25|gp|
93|||summon monster I|25|gp|
96|||true strike|25|gp|
98|||unseen servant|25|gp|
100|||ventriloquism|25|gp|

[5-29: 2nd-Level Arcane Spells]
02|||acid arrow|150|gp|
04|||alter self|150|gp|
06|||bear's endurance|150|gp|
08|||blindness-deafness|150|gp|
10|||blur|150|gp|
12|||bull's strength|150|gp|
14|||cat's grace|150|gp|
16|||command undead|150|gp|
18|||darkness|150|gp|
20|||darkvision|150|gp|
21|||daze monster|150|gp|
22|||detect thoughts|150|gp|
24|||eagle's splendor|150|gp|
26|||false life|150|gp|
28|||flaming sphere|150|gp|
30|||fog cloud|150|gp|
32|||fox's cunning|150|gp|
34|||ghoul touch|150|gp|
37|||glitterdust|150|gp|
39|||gust of wind|150|gp|
41|||hideous laughter|150|gp|
43|||hypnotic pattern|150|gp|
46|||invisibility|150|gp|
49|||knock|150|gp|
52|||levitate|150|gp|
53|||locate object|150|gp|
54|||make whole|150|gp|
56|||minor image|150|gp|
59|||mirror image|150|gp|
61|||misdirection|150|gp|
62|||obscure object|150|gp|
63|||owl's wisdom|150|gp|
65|||protection from arrows|150|gp|
67|||pyrotechnics|150|gp|
69|||resist energy|150|gp|
72|||rope trick|150|gp|
73|||scare|150|gp|
76|||scorching ray|150|gp|
79|||see invisibility|150|gp|
81|||shatter|150|gp|
82|||spectral hand|150|gp|
85|||spider climb|150|gp|
87|||summon monster II|150|gp|
89|||summon swarm|150|gp|
91|||touch of idiocy|150|gp|
93|||web|150|gp|
96|||whispering wind|150|gp|
97|||magic mouth|160|gp|
98|||arcane lock|175|gp|
99|||continual flame|200|gp|
100|||phantom trap|200|gp|

[5-30: 3rd-Level Arcane Spells]
02|||arcane sight|375|gp|
03|||beast shape|375|gp|
06|||blink|375|gp|
07|||clairaudience/clairvoyance|375|gp|
09|||daylight|375|gp|
11|||deep slumber|375|gp|
15|||dispel magic|375|gp|
16|||displacement|375|gp|
17|||explosive runes|375|gp|
21|||fireball|375|gp|
23|||flame arrow|375|gp|
26|||fly|375|gp|
29|||gaseous form|375|gp|
30|||gentle repose|375|gp|
32|||halt undead|375|gp|
35|||haste|375|gp|
36|||heroism|375|gp|
39|||hold person|375|gp|
42|||invisibility sphere|375|gp|
43|||keen edge|375|gp|
46|||lightning bolt|375|gp|
48|||magic circle against chaos|375|gp|
50|||magic circle against evil|375|gp|
52|||magic circle against good|375|gp|
54|||magic circle against law|375|gp|
55|||magic weapon, greater|375|gp|
57|||major image|375|gp|
60|||phantom steed|375|gp|
63|||protection from energy|375|gp|
64|||rage|375|gp|
67|||ray of exhaustion|375|gp|
69|||secret page|375|gp|
70|||shrink item|375|gp|
72|||sleet storm|375|gp|
75|||slow|375|gp|
76|||stinking cloud|375|gp|
78|||suggestion|375|gp|
81|||summon monster III|375|gp|
84|||tiny hut|375|gp|
86|||tongues|375|gp|
89|||vampiric touch|375|gp|
91|||water breathing|375|gp|
93|||wind wall|375|gp|
95|||illusory script|425|gp|
97|||nondetection|425|gp|
100|||sepia snake sigil|875|gp|

[5-31: 4th-Level Arcane Spells]
02|||arcane eye|700|gp|
04|||beast shape I|700|gp|
07|||bestow curse|700|gp|
09|||black tentacles|700|gp|
12|||charm monster|700|gp|
16|||confusion|700|gp|
18|||contagion|700|gp|
20|||crushing despair|700|gp|
21|||detect scrying|700|gp|
25|||dimension door|700|gp|
29|||dimensional anchor|700|gp|
31|||elemental body I|700|gp|
34|||enervation|700|gp|
36|||enlarge person, mass|700|gp|
38|||fear|700|gp|
40|||fire shield|700|gp|
43|||geas, lesser|700|gp|
46|||globe of invulnerability, lesser|700|gp|
47|||hallucinatory terrain|700|gp|
50|||ice storm|700|gp|
51|||illusory wall|700|gp|
55|||invisibility, greater|700|gp|
56|||locate creature|700|gp|
57|||minor creation|700|gp|
59|||phantasmal killer|700|gp|
61|||rainbow pattern|700|gp|
63|||reduce person, mass|700|gp|
64|||remove curse|700|gp|
66|||resilient sphere|700|gp|
68|||scrying|700|gp|
70|||secure shelter|700|gp|
72|||shadow conjuration|700|gp|
74|||shout|700|gp|
77|||solid fog|700|gp|
79|||stone shape|700|gp|
81|||summon monster IV|700|gp|
84|||wall of fire|700|gp|
87|||wall of ice|700|gp|
91|||fire trap|725|gp|
95|||mnemonic enhancer|750|gp|
97|||stoneskin|950|gp|
100|||animate dead|1050|gp|

[5-32: 5th-Level Arcane Spells]
01|||animal growth|1125|gp|
05|||baleful polymorph|1125|gp|
07|||beast shape III|1125|gp|
08|||blight|1125|gp|
10|||break enchantment|1125|gp|
14|||cloudkill|1125|gp|
17|||cone of cold|1125|gp|
20|||contact other plane|1125|gp|
22|||dismissal|1125|gp|
25|||dominate person|1125|gp|
27|||dream|1125|gp|
28|||elemental body|1125|gp|
29|||fabricate|1125|gp|
31|||feeblemind|1125|gp|
34|||hold monster|1125|gp|
35|||interposing hand|1125|gp|
37|||mage's faithful hound|1125|gp|
39|||mage's private sanctum|1125|gp|
42|||magic jar|1125|gp|
43|||major creation|1125|gp|
45|||mind fog|1125|gp|
46|||mirage arcana|1125|gp|
48|||nightmare|1125|gp|
50|||overland flight|1125|gp|
52|||passwall|1125|gp|
54|||permanency|1125|gp|
55|||persistent image|1125|gp|
58|||planar binding, lesser|1125|gp|
59|||plant shape I|1125|gp|
62|||polymorph|1125|gp|
64|||prying eyes|1125|gp|
65|||secret chest|1125|gp|
66|||seeming|1125|gp|
69|||sending|1125|gp|
72|||shadow evocation|1125|gp|
75|||summon monster V|1125|gp|
78|||telekinesis|1125|gp|
79|||telepathic bond|1125|gp|
83|||teleport|1125|gp|
84|||transmute mud to rock|1125|gp|
85|||transmute rock to mud|1125|gp|
88|||wall of force|1125|gp|
90|||wall of stone|1125|gp|
92|||waves of fatigue|1125|gp|
94|||false vision|1375|gp|
97|||symbol of pain|2125|gp|
100|||symbol of sleep|2125|gp|

[5-33: 6th-Level Arcane Spells]
02|||acid fog|1650|gp|
04|||analyze dweomer|1650|gp|
07|||antimagic field|1650|gp|
09|||bear's endurance, mass|1650|gp|
10|||beast shape IV|1650|gp|
12|||bull's strength, mass|1650|gp|
14|||cat's grace, mass|1650|gp|
17|||chain lightning|1650|gp|
19|||contingency|1650|gp|
20|||control water|1650|gp|
24|||disintegrate|1650|gp|
28|||dispel magic, greater|1650|gp|
30|||eagle's splendor, mass|1650|gp|
31|||elemental body III|1650|gp|
33|||eyebite|1650|gp|
36|||flesh to stone|1650|gp|
38|||forceful hand|1650|gp|
40|||form of the dragon I|1650|gp|
42|||fox's cunning, mass|1650|gp|
43|||freezing sphere|1650|gp|
45|||geas/quest|1650|gp|
48|||globe of invulnerability|1650|gp|
50|||guards and wards|1650|gp|
52|||heroism, greater|1650|gp|
54|||mage's lucubration|1650|gp|
57|||mislead|1650|gp|
58|||move earth|1650|gp|
59|||owl's wisdom, mass|1650|gp|
61|||permanent image|1650|gp|
64|||planar binding|1650|gp|
65|||plant shape II|1650|gp|
67|||repulsion|1650|gp|
69|||shadow walk|1650|gp|
71|||stone to flesh|1650|gp|
74|||suggestion, mass|1650|gp|
76|||summon monster VI|1650|gp|
78|||transformation|1650|gp|
81|||veil|1650|gp|
83|||programmed image 1,675|gp
85|||wall of iron|1700|gp|
87|||create undead|1750|gp|
89|||legend lore|1900|gp|
92|||true seeing|1900|gp|
95|||circle of death|2150|gp|
96|||undeath to death|2150|gp|
98|||symbol of fear|2650|gp|
100|||symbol of persuasion|6650|gp|

[5-34: 7th-Level Arcane Spells]
03|||arcane sight, greater|2275|gp|
06|||banishment|2275|gp|
08|||control undead|2275|gp|
10|||control weather|2275|gp|
13|||delayed blast fireball|2275|gp|
15|||elemental body IV|2275|gp|
18|||ethereal jaunt|2275|gp|
22|||finger of death|2275|gp|
